"","event","trial","time","PID"
"75","focus",238,1763700,"2P3y9"
"76","blur",242,1784324,"2P3y9"
"77","focus",242,1788341,"2P3y9"
"78","blur",249,1812960,"2P3y9"
"79","focus",249,1817473,"2P3y9"
"80","blur",272,1861407,"2P3y9"
"81","focus",272,1865452,"2P3y9"
"82","blur",276,1888575,"2P3y9"
"83","focus",276,1892412,"2P3y9"
"84","blur",286,1929768,"2P3y9"
"85","focus",286,1933912,"2P3y9"
"86","blur",289,1947054,"2P3y9"
"87","focus",290,1951804,"2P3y9"
"88","blur",295,1976748,"2P3y9"
"89","focus",295,1983497,"2P3y9"
"90","blur",316,2037645,"2P3y9"
"91","focus",316,2043528,"2P3y9"
"92","blur",321,2072239,"2P3y9"
"93","focus",321,2076410,"2P3y9"
"94","blur",405,2281553,"2P3y9"
"95","focus",405,2418190,"2P3y9"
"96","blur",1451,3568261,"2P3y9"
"97","focus",1451,3588832,"2P3y9"
"98","blur",1567,3776443,"2P3y9"
"99","focus",1567,3800860,"2P3y9"
"100","fullscreenenter",0,11305,"30ftZ"
"101","fullscreenexit",1560,2633116,"30ftZ"
"102","blur",1560,2634300,"30ftZ"
"103","focus",1560,2655336,"30ftZ"
"104","blur",0,0,"3a9Zz"
"105","focus",0,0,"3a9Zz"
"106","fullscreenenter",0,1917,"3a9Zz"
"107","fullscreenenter",0,6832,"3o4W2"
"108","fullscreenexit",1552,2934489,"3o4W2"
"109","focus",0,0,"3SuQw"
"110","fullscreenexit",0,6121,"3SuQw"
"111","fullscreenexit",1573,2809761,"3SuQw"
"112","blur",1573,2812081,"3SuQw"
"113","focus",1573,2823328,"3SuQw"
"114","blur",0,0,"4cg9L"
"115","focus",0,0,"4cg9L"
"116","fullscreenenter",0,11919,"4cg9L"
"117","fullscreenexit",1,20123,"4cg9L"
"118","blur",39,195860,"4cg9L"
"119","focus",39,200045,"4cg9L"
"120","blur",580,1566572,"4cg9L"
"121","focus",580,1571139,"4cg9L"
"122","blur",1355,2457390,"4cg9L"
"123","focus",1355,2462837,"4cg9L"
"124","blur",0,0,"5N0r4"
"125","focus",0,0,"5N0r4"
"126","fullscreenenter",0,19355,"5N0r4"
"127","blur",1349,4662964,"5N0r4"
"128","focus",1349,4664868,"5N0r4"
"129","blur",1349,4664977,"5N0r4"
"130","focus",1349,6623890,"5N0r4"
"131","fullscreenenter",0,5738,"69a9y"
"132","fullscreenenter",0,12693,"6sYrY"
"133","blur",49,116842,"6sYrY"
"134","focus",49,118751,"6sYrY"
"135","blur",82,222453,"6sYrY"
"136","focus",82,223671,"6sYrY"
"137","blur",166,380918,"6sYrY"
"138","focus",166,385186,"6sYrY"
"139","blur",209,464603,"6sYrY"
"140","focus",209,469414,"6sYrY"
"141","blur",579,956293,"6sYrY"
"142","focus",579,964205,"6sYrY"
"143","blur",579,976718,"6sYrY"
"144","focus",579,1016709,"6sYrY"
"145","blur",581,1037725,"6sYrY"
"146","focus",581,1040536,"6sYrY"
"147","blur",660,1122712,"6sYrY"
"148","focus",660,1123064,"6sYrY"
"149","blur",664,1127470,"6sYrY"
"150","focus",664,1127736,"6sYrY"
"151","blur",670,1134191,"6sYrY"
"152","focus",670,1134578,"6sYrY"
"153","blur",734,1196458,"6sYrY"
"154","focus",742,1208481,"6sYrY"
"155","blur",0,0,"79e0Q"
"156","focus",0,0,"79e0Q"
"157","fullscreenenter",0,4906,"79e0Q"
"158","focus",0,0,"7i59m"
"159","blur",0,0,"7i59m"
"160","focus",0,2679,"7i59m"
"161","blur",0,21486,"7i59m"
"162","focus",0,24205,"7i59m"
"163","fullscreenexit",0,25796,"7i59m"
"164","fullscreenenter",0,9215,"7KuK1"
"165","fullscreenenter",0,8916,"9we3w"
"166","fullscreenexit",1,10238,"9we3w"
"167","blur",64,181040,"9we3w"
"168","focus",64,277263,"9we3w"
"169","blur",64,282017,"9we3w"
"170","focus",64,341125,"9we3w"
"171","blur",172,628113,"9we3w"
"172","focus",176,643256,"9we3w"
"173","blur",176,650279,"9we3w"
"174","focus",177,651698,"9we3w"
"175","blur",372,930283,"9we3w"
"176","focus",373,933536,"9we3w"
"177","blur",394,958231,"9we3w"
"178","focus",395,959436,"9we3w"
"179","blur",474,1048776,"9we3w"
"180","focus",476,1051876,"9we3w"
"181","blur",628,1233293,"9we3w"
"182","focus",628,1234206,"9we3w"
"183","blur",1008,1546353,"9we3w"
"184","focus",1008,1547045,"9we3w"
"185","blur",1207,1706415,"9we3w"
"186","focus",1223,1734141,"9we3w"
"187","blur",1227,1737760,"9we3w"
"188","focus",1241,1770183,"9we3w"
"189","blur",1242,1770187,"9we3w"
"190","focus",1242,1770190,"9we3w"
"191","blur",1342,1854183,"9we3w"
"192","focus",1356,1881526,"9we3w"
"193","blur",1356,1886345,"9we3w"
"194","focus",1356,2021720,"9we3w"
"195","blur",1590,2392943,"9we3w"
"196","blur",0,42031,"alXh1"
"197","focus",0,54942,"alXh1"
"198","fullscreenenter",0,55038,"alXh1"
"199","fullscreenenter",0,5875,"awaMI"
"200","focus",0,0,"azHli"
"201","blur",0,0,"azHli"
"202","focus",0,0,"azHli"
"203","fullscreenexit",0,14886,"azHli"
"204","focus",0,0,"bO2zN"
"205","blur",0,0,"bO2zN"
"206","focus",0,0,"bO2zN"
"207","fullscreenenter",0,24401,"bO2zN"
"208","blur",1,40920,"bO2zN"
"209","focus",1,40956,"bO2zN"
"210","blur",1,41915,"bO2zN"
"211","focus",1,41938,"bO2zN"
"212","fullscreenenter",0,6747,"cNCYC"
"213","blur",0,1557,"Cpypb"
"214","focus",0,2950,"Cpypb"
"215","fullscreenenter",0,14863,"Cpypb"
"216","fullscreenenter",0,6626,"ctcv8"
"217","fullscreenenter",0,18299,"DCi43"
"218","blur",0,0,"DmKSO"
"219","focus",0,40951,"DmKSO"
"220","blur",0,43166,"DmKSO"
"221","focus",0,127373,"DmKSO"
"222","blur",0,128639,"DmKSO"
"223","focus",0,171695,"DmKSO"
"224","fullscreenenter",0,173066,"DmKSO"
"225","fullscreenexit",1,175364,"DmKSO"
"226","blur",1,181104,"DmKSO"
"227","focus",1,237053,"DmKSO"
"228","blur",3,256003,"DmKSO"
"229","focus",3,503491,"DmKSO"
"230","blur",8,518328,"DmKSO"
"231","focus",8,556128,"DmKSO"
"232","blur",10,600665,"DmKSO"
"233","focus",10,617253,"DmKSO"
"234","blur",23,650246,"DmKSO"
"235","focus",23,656475,"DmKSO"
"236","blur",26,683934,"DmKSO"
"237","focus",26,685523,"DmKSO"
"238","blur",27,697272,"DmKSO"
"239","focus",27,698900,"DmKSO"
"240","blur",31,726055,"DmKSO"
"241","focus",31,727747,"DmKSO"
"242","blur",33,733809,"DmKSO"
"243","focus",33,812178,"DmKSO"
"244","blur",36,826436,"DmKSO"
"245","focus",36,836614,"DmKSO"
"246","blur",63,920328,"DmKSO"
"247","focus",63,922512,"DmKSO"
"248","blur",67,987464,"DmKSO"
"249","focus",67,989521,"DmKSO"
"250","blur",67,1009418,"DmKSO"
"251","focus",67,1011618,"DmKSO"
"252","blur",78,1190007,"DmKSO"
"253","focus",84,1216583,"DmKSO"
"254","blur",125,1273340,"DmKSO"
"255","focus",125,1276596,"DmKSO"
"256","blur",125,1276660,"DmKSO"
"257","focus",125,1276676,"DmKSO"
"258","blur",131,1287661,"DmKSO"
"259","focus",132,1290630,"DmKSO"
"260","blur",185,1374723,"DmKSO"
"261","focus",186,1380550,"DmKSO"
"262","blur",256,1479345,"DmKSO"
"263","focus",256,1480892,"DmKSO"
"264","blur",268,1500375,"DmKSO"
"265","focus",268,1503881,"DmKSO"
"266","blur",292,1534134,"DmKSO"
"267","focus",316,1656752,"DmKSO"
"268","blur",316,1659767,"DmKSO"
"269","focus",319,1672553,"DmKSO"
"270","blur",327,1714023,"DmKSO"
"271","focus",327,1728764,"DmKSO"
"272","blur",520,1987174,"DmKSO"
"273","focus",521,1988828,"DmKSO"
"274","blur",536,2018605,"DmKSO"
"275","focus",538,2021375,"DmKSO"
"276","blur",582,2082133,"DmKSO"
"277","focus",583,2085095,"DmKSO"
"278","blur",626,2155622,"DmKSO"
"279","focus",627,2158938,"DmKSO"
"280","blur",630,2252440,"DmKSO"
"281","focus",630,2387055,"DmKSO"
"282","blur",647,2407394,"DmKSO"
"283","focus",650,2416363,"DmKSO"
"284","blur",658,2424448,"DmKSO"
"285","focus",659,2426194,"DmKSO"
"286","blur",701,2470187,"DmKSO"
"287","focus",701,2472009,"DmKSO"
"288","blur",702,2473580,"DmKSO"
"289","focus",704,2475675,"DmKSO"
"290","blur",753,2520599,"DmKSO"
"291","focus",755,2523178,"DmKSO"
"292","blur",802,2572345,"DmKSO"
"293","focus",803,2574662,"DmKSO"
"294","blur",829,2607974,"DmKSO"
"295","focus",832,2613574,"DmKSO"
"296","blur",857,2640123,"DmKSO"
"297","focus",861,2648707,"DmKSO"
"298","blur",863,2650762,"DmKSO"
"299","focus",864,2652145,"DmKSO"
"300","blur",866,2653531,"DmKSO"
"301","focus",867,2655976,"DmKSO"
"302","blur",882,2670944,"DmKSO"
"303","focus",883,2673508,"DmKSO"
"304","blur",976,2774621,"DmKSO"
"305","focus",978,2777116,"DmKSO"
"306","blur",1016,2854525,"DmKSO"
"307","focus",1016,2922983,"DmKSO"
"308","blur",1159,3090734,"DmKSO"
"309","focus",1160,3092886,"DmKSO"
"310","blur",1315,3234912,"DmKSO"
"311","focus",1316,3236522,"DmKSO"
"312","blur",1324,3242960,"DmKSO"
"313","focus",1325,3244364,"DmKSO"
"314","blur",1325,3244409,"DmKSO"
"315","focus",1325,3244423,"DmKSO"
"316","blur",1405,3321225,"DmKSO"
"317","focus",1405,3347664,"DmKSO"
"318","blur",1405,3353650,"DmKSO"
"319","focus",1405,3356310,"DmKSO"
"320","blur",1406,3365232,"DmKSO"
"321","focus",1406,3371559,"DmKSO"
"322","blur",1542,3488458,"DmKSO"
"323","focus",1542,3545498,"DmKSO"
"324","blur",1566,3590597,"DmKSO"
"325","focus",1566,3597738,"DmKSO"
"326","blur",1567,3619634,"DmKSO"
"327","focus",1567,3640945,"DmKSO"
"328","blur",1569,3657049,"DmKSO"
"329","focus",1569,3659523,"DmKSO"
"330","blur",1580,3691756,"DmKSO"
"331","focus",1580,3693466,"DmKSO"
"332","blur",1580,3703199,"DmKSO"
"333","focus",1580,3770576,"DmKSO"
"334","blur",1583,3789761,"DmKSO"
"335","focus",1583,3796329,"DmKSO"
"336","blur",1594,3853790,"DmKSO"
"337","focus",1594,3871650,"DmKSO"
"338","blur",1605,3928415,"DmKSO"
"339","focus",1605,3949694,"DmKSO"
"340","blur",1617,4017923,"DmKSO"
"341","focus",1617,4020174,"DmKSO"
"342","blur",1617,4025504,"DmKSO"
"343","focus",1617,4033155,"DmKSO"
"344","fullscreenenter",0,12291,"DTkgs"
"345","fullscreenenter",0,12010,"dyHeE"
"346","blur",0,811,"dZbiq"
"347","focus",0,1984,"dZbiq"
"348","fullscreenenter",0,16276,"dZbiq"
"349","focus",0,0,"esfji"
"350","fullscreenexit",0,11146,"esfji"
"351","blur",149,898177,"esfji"
"352","fullscreenexit",149,898344,"esfji"
"353","focus",149,901038,"esfji"
"354","blur",1558,3324146,"esfji"
"355","focus",1558,3333274,"esfji"
"356","blur",0,978,"f0UJq"
"357","focus",0,1072,"f0UJq"
"358","blur",0,2111,"f0UJq"
"359","focus",0,2128,"f0UJq"
"360","blur",0,2215,"f0UJq"
"361","focus",0,2239,"f0UJq"
"362","blur",0,2607,"f0UJq"
"363","focus",0,2627,"f0UJq"
"364","fullscreenenter",0,8556,"f0UJq"
"365","fullscreenenter",0,16985,"fqWWe"
"366","fullscreenexit",1551,2703756,"fqWWe"
"367","blur",1551,2704833,"fqWWe"
"368","focus",1551,2725320,"fqWWe"
"369","blur",1551,2726757,"fqWWe"
"370","focus",1551,2734211,"fqWWe"
"371","blur",0,0,"gO4ag"
"372","focus",0,11623,"gO4ag"
"373","blur",40,134923,"gO4ag"
"374","focus",40,140327,"gO4ag"
"375","blur",40,141902,"gO4ag"
"376","focus",40,148714,"gO4ag"
"377","blur",42,154710,"gO4ag"
"378","focus",42,157448,"gO4ag"
"379","blur",1353,2156605,"gO4ag"
"380","focus",1353,2159199,"gO4ag"
"381","fullscreenenter",0,2365,"Gt60M"
"382","blur",65,174073,"Gt60M"
"383","focus",65,176727,"Gt60M"
"384","blur",94,234941,"Gt60M"
"385","focus",94,240698,"Gt60M"
"386","blur",277,488908,"Gt60M"
"387","focus",279,493565,"Gt60M"
"388","blur",349,625845,"Gt60M"
"389","focus",350,626967,"Gt60M"
"390","blur",352,629169,"Gt60M"
"391","focus",354,631762,"Gt60M"
"392","blur",392,678539,"Gt60M"
"393","focus",394,680984,"Gt60M"
"394","blur",443,740340,"Gt60M"
"395","focus",445,742670,"Gt60M"
"396","blur",464,764621,"Gt60M"
"397","focus",465,766560,"Gt60M"
"398","blur",532,842485,"Gt60M"
"399","focus",533,844324,"Gt60M"
"400","blur",871,1150000,"Gt60M"
"401","focus",871,1150750,"Gt60M"
"402","blur",967,1223323,"Gt60M"
"403","focus",968,1225521,"Gt60M"
"404","blur",1349,1543866,"Gt60M"
"405","focus",1349,1560498,"Gt60M"
"406","blur",1546,1830856,"Gt60M"
"407","focus",1546,1832023,"Gt60M"
"408","blur",1547,1847538,"Gt60M"
"409","focus",1547,1850919,"Gt60M"
"410","blur",0,0,"GuzE9"
"411","focus",0,0,"GuzE9"
"412","fullscreenenter",0,8586,"GuzE9"
"413","fullscreenexit",1352,3189660,"GuzE9"
"414","blur",0,0,"GZyk3"
"415","focus",0,12381,"GZyk3"
"416","fullscreenenter",0,12542,"GZyk3"
"417","focus",0,0,"H6meH"
"418","fullscreenenter",0,11587,"H6meH"
"419","blur",0,0,"hHQRx"
"420","focus",0,11357,"hHQRx"
"421","fullscreenenter",0,20436,"hHQRx"
"422","fullscreenenter",0,14807,"HmTWO"
"423","fullscreenenter",0,7946,"i9ygb"
"424","fullscreenenter",0,1742,"JCMnk"
"425","fullscreenexit",1,3122,"JCMnk"
"426","blur",25,129790,"JCMnk"
"427","focus",25,132551,"JCMnk"
"428","blur",1355,1792840,"JCMnk"
"429","focus",1355,1793124,"JCMnk"
"430","blur",1496,1915636,"JCMnk"
"431","focus",1496,1916013,"JCMnk"
"432","blur",1571,2151472,"JCMnk"
"433","focus",1571,2155235,"JCMnk"
"434","blur",1571,2158200,"JCMnk"
"435","focus",1571,2167490,"JCMnk"
"436","blur",0,0,"jGwCX"
"437","focus",0,0,"jGwCX"
"438","blur",0,0,"jGwCX"
"439","focus",0,0,"jGwCX"
"440","fullscreenenter",0,10780,"jGwCX"
"441","blur",0,0,"jqvyU"
"442","focus",0,0,"jqvyU"
"443","fullscreenenter",0,12135,"jqvyU"
"444","fullscreenenter",0,10637,"Jt7at"
"445","fullscreenenter",0,13882,"k5vE9"
"446","blur",0,13886,"kVAvc"
"447","focus",0,29592,"kVAvc"
"448","fullscreenenter",0,29680,"kVAvc"
"449","blur",1,31825,"kVAvc"
"450","focus",1,37261,"kVAvc"
"451","blur",24,95180,"kVAvc"
"452","focus",24,98706,"kVAvc"
"453","blur",28,109126,"kVAvc"
"454","focus",28,119989,"kVAvc"
"455","blur",30,130412,"kVAvc"
"456","focus",30,132278,"kVAvc"
"457","blur",477,1113374,"kVAvc"
"458","focus",477,1134886,"kVAvc"
"459","blur",770,1456561,"kVAvc"
"460","focus",770,1459527,"kVAvc"
"461","blur",1561,2315498,"kVAvc"
"462","focus",1561,2340501,"kVAvc"
"463","fullscreenenter",0,9488,"L4MXF"
"464","fullscreenenter",0,11106,"LJ1Xh"
"465","fullscreenenter",0,6589,"LjzUg"
"466","fullscreenexit",1,11987,"LjzUg"
"467","blur",157,631871,"LjzUg"
"468","focus",157,633528,"LjzUg"
"469","blur",194,836884,"LjzUg"
"470","focus",194,836894,"LjzUg"
"471","blur",194,836905,"LjzUg"
"472","focus",194,839173,"LjzUg"
"473","blur",194,842144,"LjzUg"
"474","focus",194,843563,"LjzUg"
"475","blur",229,958659,"LjzUg"
"476","focus",229,958683,"LjzUg"
"477","blur",229,958706,"LjzUg"
"478","focus",229,959583,"LjzUg"
"479","fullscreenenter",0,12191,"LmLLK"
"480","blur",64,161147,"LmLLK"
"481","focus",64,162439,"LmLLK"
"482","fullscreenexit",64,164243,"LmLLK"
"483","blur",64,166186,"LmLLK"
"484","focus",64,177156,"LmLLK"
"485","blur",460,905827,"LmLLK"
"486","focus",461,906961,"LmLLK"
"487","blur",573,1032463,"LmLLK"
"488","focus",573,1034271,"LmLLK"
"489","blur",577,1040163,"LmLLK"
"490","focus",578,1041192,"LmLLK"
"491","blur",578,1043163,"LmLLK"
"492","focus",578,1043339,"LmLLK"
"493","blur",1303,1639105,"LmLLK"
"494","focus",1305,1643312,"LmLLK"
"495","blur",1353,1694716,"LmLLK"
"496","focus",1353,1733699,"LmLLK"
"497","blur",1353,1733701,"LmLLK"
"498","focus",1353,1817692,"LmLLK"
"499","blur",1353,1820008,"LmLLK"
"500","focus",1353,1832831,"LmLLK"
"501","blur",1436,1941594,"LmLLK"
"502","focus",1436,2010819,"LmLLK"
"503","blur",1558,2285200,"LmLLK"
"504","fullscreenenter",0,19868,"lWUcf"
"505","blur",64,240647,"lWUcf"
"506","focus",64,240806,"lWUcf"
"507","fullscreenenter",0,10085,"MEy6z"
"508","fullscreenexit",1557,2568239,"MEy6z"
"509","blur",1557,2574706,"MEy6z"
"510","focus",1557,2578102,"MEy6z"
"511","fullscreenenter",0,7687,"NbcNl"
"512","blur",0,0,"NUq8G"
"513","focus",0,0,"NUq8G"
"514","blur",0,0,"NUq8G"
"515","focus",0,0,"NUq8G"
"516","blur",0,0,"NUq8G"
"517","focus",0,0,"NUq8G"
"518","fullscreenenter",0,6579,"NUq8G"
"519","fullscreenenter",0,15666,"Oa2Zp"
"520","blur",0,2280,"OcZ9L"
"521","focus",0,3523,"OcZ9L"
"522","fullscreenenter",0,10525,"OcZ9L"
"523","fullscreenenter",0,6529,"Ot917"
"524","fullscreenenter",0,1139,"OYxxP"
"525","blur",508,687322,"OYxxP"
"526","focus",508,687323,"OYxxP"
"527","blur",509,693020,"OYxxP"
"528","focus",511,696350,"OYxxP"
"529","blur",511,697905,"OYxxP"
"530","focus",511,697906,"OYxxP"
"531","blur",511,698626,"OYxxP"
"532","focus",511,700839,"OYxxP"
"533","blur",512,702246,"OYxxP"
"534","focus",513,704226,"OYxxP"
"535","blur",517,708275,"OYxxP"
"536","focus",518,710031,"OYxxP"
"537","blur",521,715460,"OYxxP"
"538","focus",521,716204,"OYxxP"
"539","blur",523,719148,"OYxxP"
"540","focus",524,720125,"OYxxP"
"541","blur",525,721964,"OYxxP"
"542","focus",527,723413,"OYxxP"
"543","blur",528,725276,"OYxxP"
"544","focus",530,729021,"OYxxP"
"545","blur",531,730964,"OYxxP"
"546","focus",533,732612,"OYxxP"
"547","blur",534,733219,"OYxxP"
"548","focus",535,735084,"OYxxP"
"549","blur",536,737092,"OYxxP"
"550","focus",537,737964,"OYxxP"
"551","blur",538,739891,"OYxxP"
"552","focus",540,742221,"OYxxP"
"553","blur",546,750131,"OYxxP"
"554","focus",547,750948,"OYxxP"
"555","blur",548,752115,"OYxxP"
"556","focus",549,754260,"OYxxP"
"557","blur",553,758995,"OYxxP"
"558","focus",554,759660,"OYxxP"
"559","blur",556,762228,"OYxxP"
"560","focus",557,763892,"OYxxP"
"561","blur",559,766491,"OYxxP"
"562","focus",560,767732,"OYxxP"
"563","blur",561,769702,"OYxxP"
"564","focus",563,771847,"OYxxP"
"565","blur",564,773238,"OYxxP"
"566","focus",565,774598,"OYxxP"
"567","blur",575,786029,"OYxxP"
"568","focus",575,786694,"OYxxP"
"569","blur",1267,1291256,"OYxxP"
"570","focus",1267,1292019,"OYxxP"
"571","fullscreenenter",0,1599,"oyYOx"
"572","fullscreenexit",1,7112,"oyYOx"
"573","blur",377,661401,"oyYOx"
"574","focus",378,662993,"oyYOx"
"575","blur",380,669553,"oyYOx"
"576","focus",380,673404,"oyYOx"
"577","blur",481,786828,"oyYOx"
"578","focus",482,788049,"oyYOx"
"579","blur",875,1150840,"oyYOx"
"580","focus",878,1155163,"oyYOx"
"581","blur",879,1156697,"oyYOx"
"582","focus",880,1157602,"oyYOx"
"583","blur",882,1159213,"oyYOx"
"584","focus",883,1161309,"oyYOx"
"585","blur",1213,1415287,"oyYOx"
"586","focus",1215,1417887,"oyYOx"
"587","blur",1217,1419391,"oyYOx"
"588","focus",1218,1419955,"oyYOx"
"589","blur",1470,1644877,"oyYOx"
"590","focus",1470,1648101,"oyYOx"
"591","blur",1497,1705500,"oyYOx"
"592","focus",1497,1707684,"oyYOx"
"593","blur",1498,1710629,"oyYOx"
"594","focus",1498,1712043,"oyYOx"
"595","blur",1532,1761332,"oyYOx"
"596","focus",1532,1763666,"oyYOx"
"597","blur",1543,1808180,"oyYOx"
"598","focus",1543,1817237,"oyYOx"
"599","blur",1544,1826600,"oyYOx"
"600","fullscreenenter",0,8928,"PgA92"
"601","blur",1251,2188049,"PgA92"
"602","focus",1252,2188576,"PgA92"
"603","blur",1350,2283159,"PgA92"
"604","focus",1350,2283629,"PgA92"
"605","blur",0,0,"pGpOi"
"606","focus",0,0,"pGpOi"
"607","fullscreenenter",0,6527,"pGpOi"
"608","fullscreenenter",0,21383,"QEkMe"
"609","fullscreenenter",0,18500,"R30ko"
"610","blur",64,294245,"R30ko"
"611","focus",64,330442,"R30ko"
"612","blur",155,607562,"R30ko"
"613","focus",155,608380,"R30ko"
"614","blur",181,674985,"R30ko"
"615","focus",181,695785,"R30ko"
"616","blur",193,724440,"R30ko"
"617","focus",193,726077,"R30ko"
"618","blur",776,1414099,"R30ko"
"619","focus",776,1436713,"R30ko"
"620","blur",787,1447914,"R30ko"
"621","focus",796,1462575,"R30ko"
"622","blur",1395,1949061,"R30ko"
"623","focus",1395,1995527,"R30ko"
"624","blur",1492,2069131,"R30ko"
"625","focus",1492,2072074,"R30ko"
"626","blur",0,0,"RAOeG"
"627","focus",0,4477,"RAOeG"
"628","fullscreenenter",0,18209,"RAOeG"
"629","blur",0,131,"RaSgs"
"630","focus",0,2071,"RaSgs"
"631","blur",0,2959,"RaSgs"
"632","focus",0,5226,"RaSgs"
"633","fullscreenenter",0,12256,"RaSgs"
"634","fullscreenenter",0,6545,"rB8b2"
"635","fullscreenenter",0,14519,"RjNjf"
"636","fullscreenenter",0,3601,"RUfBX"
"637","blur",1565,2428673,"RUfBX"
"638","focus",1565,2430281,"RUfBX"
"639","blur",0,0,"rwDKg"
"640","focus",0,0,"rwDKg"
"641","blur",0,82700,"rwDKg"
"642","focus",0,98344,"rwDKg"
"643","blur",0,104488,"rwDKg"
"644","focus",0,127810,"rwDKg"
"645","fullscreenenter",0,139474,"rwDKg"
"646","fullscreenexit",39,271534,"rwDKg"
"647","blur",39,273411,"rwDKg"
"648","focus",39,281907,"rwDKg"
"649","blur",66,455743,"rwDKg"
"650","focus",66,458033,"rwDKg"
"651","blur",545,1125072,"rwDKg"
"652","focus",545,1135482,"rwDKg"
"653","blur",558,1152740,"rwDKg"
"654","focus",558,1152899,"rwDKg"
"655","blur",561,1156368,"rwDKg"
"656","focus",563,1160463,"rwDKg"
"657","blur",567,1166170,"rwDKg"
"658","focus",569,1168876,"rwDKg"
"659","blur",570,1170672,"rwDKg"
"660","focus",572,1180544,"rwDKg"
"661","blur",575,1219080,"rwDKg"
"662","focus",575,1235228,"rwDKg"
"663","blur",963,1573937,"rwDKg"
"664","focus",963,1575837,"rwDKg"
"665","blur",963,1584039,"rwDKg"
"666","focus",963,1592027,"rwDKg"
"667","blur",1156,1812275,"rwDKg"
"668","focus",1156,1822661,"rwDKg"
"669","blur",1559,2354798,"rwDKg"
"670","focus",1559,2358800,"rwDKg"
"671","fullscreenenter",0,3835,"S2LHA"
"672","fullscreenexit",1349,2300094,"S2LHA"
"673","blur",1349,2302583,"S2LHA"
"674","focus",1349,2343444,"S2LHA"
"675","blur",0,0,"SBKxd"
"676","focus",0,0,"SBKxd"
"677","blur",0,0,"SBKxd"
"678","focus",0,0,"SBKxd"
"679","fullscreenenter",0,5207,"SBKxd"
"680","fullscreenexit",1455,2533158,"SBKxd"
"681","blur",1455,2535565,"SBKxd"
"682","focus",1455,2539188,"SBKxd"
"683","blur",1455,2553634,"SBKxd"
"684","focus",1455,2555501,"SBKxd"
"685","blur",1455,2713532,"SBKxd"
"686","focus",1455,2716171,"SBKxd"
"687","blur",1455,2722499,"SBKxd"
"688","focus",1455,2730083,"SBKxd"
"689","blur",1668,3484104,"SBKxd"
"690","focus",1668,3509347,"SBKxd"
"691","blur",1668,3509825,"SBKxd"
"692","focus",1668,3548532,"SBKxd"
"693","blur",1668,3567025,"SBKxd"
"694","focus",1668,3576800,"SBKxd"
