"","event","trial","time","PID"
"157","focus",64,435075,"aAZpP"
"158","blur",64,456560,"aAZpP"
"159","focus",64,536012,"aAZpP"
"160","blur",64,555429,"aAZpP"
"161","focus",64,569240,"aAZpP"
"162","blur",64,577852,"aAZpP"
"163","focus",64,593875,"aAZpP"
"164","blur",64,596205,"aAZpP"
"165","focus",64,602830,"aAZpP"
"166","blur",64,604051,"aAZpP"
"167","focus",64,607449,"aAZpP"
"168","fullscreenenter",0,8052,"Anutt"
"169","blur",0,0,"aPjd2"
"170","focus",0,0,"aPjd2"
"171","fullscreenenter",0,2674,"aPjd2"
"172","fullscreenenter",0,7247,"Bd7NS"
"173","fullscreenexit",64,185358,"Bd7NS"
"174","blur",64,188857,"Bd7NS"
"175","focus",64,254317,"Bd7NS"
"176","blur",64,272997,"Bd7NS"
"177","focus",64,302444,"Bd7NS"
"178","blur",134,559849,"Bd7NS"
"179","focus",134,564439,"Bd7NS"
"180","blur",1433,2087359,"Bd7NS"
"181","focus",1433,2090341,"Bd7NS"
"182","fullscreenenter",0,3747,"bKtIB"
"183","fullscreenexit",1,5256,"bKtIB"
"184","blur",1,9592,"bKtIB"
"185","focus",1,14458,"bKtIB"
"186","blur",21,59315,"bKtIB"
"187","focus",21,61650,"bKtIB"
"188","blur",54,123322,"bKtIB"
"189","focus",54,135725,"bKtIB"
"190","blur",54,141801,"bKtIB"
"191","focus",54,143285,"bKtIB"
"192","blur",55,148765,"bKtIB"
"193","focus",55,294544,"bKtIB"
"194","blur",56,295860,"bKtIB"
"195","focus",58,332671,"bKtIB"
"196","blur",59,333503,"bKtIB"
"197","focus",59,336788,"bKtIB"
"198","blur",60,337251,"bKtIB"
"199","focus",60,339749,"bKtIB"
"200","blur",61,340511,"bKtIB"
"201","focus",64,357173,"bKtIB"
"202","blur",64,359062,"bKtIB"
"203","focus",64,359195,"bKtIB"
"204","blur",64,378440,"bKtIB"
"205","focus",64,389385,"bKtIB"
"206","blur",101,468858,"bKtIB"
"207","focus",104,480215,"bKtIB"
"208","blur",104,482213,"bKtIB"
"209","focus",104,484770,"bKtIB"
"210","blur",124,506640,"bKtIB"
"211","focus",124,507757,"bKtIB"
"212","focus",124,507758,"bKtIB"
"213","blur",368,842519,"bKtIB"
"214","focus",370,850937,"bKtIB"
"215","blur",450,943150,"bKtIB"
"216","focus",451,944718,"bKtIB"
"217","blur",453,946654,"bKtIB"
"218","focus",455,949239,"bKtIB"
"219","blur",456,950784,"bKtIB"
"220","focus",458,952729,"bKtIB"
"221","blur",475,971875,"bKtIB"
"222","focus",476,974158,"bKtIB"
"223","blur",478,977275,"bKtIB"
"224","focus",479,984401,"bKtIB"
"225","blur",480,986222,"bKtIB"
"226","focus",482,994593,"bKtIB"
"227","blur",483,996292,"bKtIB"
"228","focus",485,1005600,"bKtIB"
"229","blur",490,1011311,"bKtIB"
"230","focus",491,1041903,"bKtIB"
"231","blur",495,1048600,"bKtIB"
"232","focus",497,1050636,"bKtIB"
"233","blur",498,1051212,"bKtIB"
"234","focus",501,1065358,"bKtIB"
"235","blur",502,1067241,"bKtIB"
"236","focus",504,1072397,"bKtIB"
"237","blur",505,1074036,"bKtIB"
"238","focus",507,1085861,"bKtIB"
"239","blur",508,1087704,"bKtIB"
"240","focus",510,1106140,"bKtIB"
"241","blur",511,1108051,"bKtIB"
"242","focus",513,1111524,"bKtIB"
"243","blur",517,1116720,"bKtIB"
"244","focus",519,1132205,"bKtIB"
"245","blur",521,1135282,"bKtIB"
"246","focus",522,1143218,"bKtIB"
"247","blur",700,1301842,"bKtIB"
"248","focus",700,1302593,"bKtIB"
"249","blur",702,1303857,"bKtIB"
"250","focus",703,1304803,"bKtIB"
"251","blur",704,1305698,"bKtIB"
"252","focus",706,1307784,"bKtIB"
"253","blur",723,1323962,"bKtIB"
"254","focus",723,1326480,"bKtIB"
"255","blur",769,1359498,"bKtIB"
"256","focus",771,1363231,"bKtIB"
"257","blur",1016,1538314,"bKtIB"
"258","focus",1017,1539195,"bKtIB"
"259","blur",1021,1541890,"bKtIB"
"260","focus",1022,1542775,"bKtIB"
"261","blur",1024,1544198,"bKtIB"
"262","focus",1025,1545058,"bKtIB"
"263","blur",1027,1546603,"bKtIB"
"264","focus",1028,1547381,"bKtIB"
"265","blur",1430,1915820,"bKtIB"
"266","focus",1430,1917855,"bKtIB"
"267","blur",1431,1921555,"bKtIB"
"268","focus",1431,1921708,"bKtIB"
"269","blur",1431,1921729,"bKtIB"
"270","fullscreenenter",0,7671,"BP2Uc"
"271","blur",46,209663,"BP2Uc"
"272","focus",46,230182,"BP2Uc"
"273","blur",59,292829,"BP2Uc"
"274","focus",59,303364,"BP2Uc"
"275","blur",64,485519,"BP2Uc"
"276","focus",64,493338,"BP2Uc"
"277","blur",64,497849,"BP2Uc"
"278","focus",64,505987,"BP2Uc"
"279","blur",64,565788,"BP2Uc"
"280","focus",64,581472,"BP2Uc"
"281","blur",64,602993,"BP2Uc"
"282","focus",64,616757,"BP2Uc"
"283","blur",69,721851,"BP2Uc"
"284","focus",69,729908,"BP2Uc"
"285","blur",92,800008,"BP2Uc"
"286","focus",92,810356,"BP2Uc"
"287","blur",92,832045,"BP2Uc"
"288","focus",92,837255,"BP2Uc"
"289","blur",138,1082978,"BP2Uc"
"290","focus",138,1090522,"BP2Uc"
"291","blur",164,1156338,"BP2Uc"
"292","focus",165,1157229,"BP2Uc"
"293","blur",175,1183264,"BP2Uc"
"294","focus",175,1193347,"BP2Uc"
"295","blur",187,1226346,"BP2Uc"
"296","focus",187,1232985,"BP2Uc"
"297","blur",187,1283841,"BP2Uc"
"298","focus",187,1291225,"BP2Uc"
"299","blur",187,1468617,"BP2Uc"
"300","focus",187,1476079,"BP2Uc"
"301","blur",236,1613831,"BP2Uc"
"302","focus",236,1625010,"BP2Uc"
"303","blur",335,1924947,"BP2Uc"
"304","focus",335,2249595,"BP2Uc"
"305","blur",433,2401531,"BP2Uc"
"306","focus",433,2413683,"BP2Uc"
"307","blur",531,2586234,"BP2Uc"
"308","focus",531,2668187,"BP2Uc"
"309","blur",1307,3236641,"BP2Uc"
"310","focus",1307,3257575,"BP2Uc"
"311","blur",1446,3456098,"BP2Uc"
"312","focus",1446,3458239,"BP2Uc"
"313","fullscreenexit",1446,3460789,"BP2Uc"
"314","blur",1446,3462392,"BP2Uc"
"315","focus",1446,3477423,"BP2Uc"
"316","blur",0,0,"CtGm9"
"317","focus",0,0,"CtGm9"
"318","fullscreenenter",0,4218,"CtGm9"
"319","fullscreenenter",0,172672,"DGw8H"
"320","blur",0,0,"Dn8rc"
"321","focus",0,0,"Dn8rc"
"322","fullscreenenter",0,9114,"Dn8rc"
"323","blur",0,0,"Et0XL"
"324","focus",0,0,"Et0XL"
"325","blur",0,0,"Et0XL"
"326","focus",0,0,"Et0XL"
"327","blur",0,0,"Et0XL"
"328","focus",0,0,"Et0XL"
"329","fullscreenenter",0,3715,"Et0XL"
"330","fullscreenexit",1460,2148038,"Et0XL"
"331","blur",1460,2158496,"Et0XL"
"332","focus",1460,2167334,"Et0XL"
"333","blur",1460,2171248,"Et0XL"
"334","focus",1460,2172618,"Et0XL"
"335","focus",0,1075,"F1dTV"
"336","fullscreenenter",0,4274,"F1dTV"
"337","focus",0,0,"FhWyW"
"338","fullscreenexit",0,8543,"FhWyW"
"339","fullscreenenter",0,7341,"Fjj6b"
"340","fullscreenenter",0,15720,"fvkw1"
"341","blur",0,0,"g4A6w"
"342","focus",0,0,"g4A6w"
"343","fullscreenenter",0,7074,"g4A6w"
"344","blur",142,429970,"g4A6w"
"345","focus",142,429973,"g4A6w"
"346","blur",142,430617,"g4A6w"
"347","focus",142,430619,"g4A6w"
"348","blur",1447,1829196,"g4A6w"
"349","focus",1447,1848282,"g4A6w"
"350","fullscreenenter",0,1751,"g8D2F"
"351","fullscreenexit",1,3298,"g8D2F"
"352","blur",30,85341,"g8D2F"
"353","focus",30,89867,"g8D2F"
"354","blur",182,496710,"g8D2F"
"355","focus",182,506078,"g8D2F"
"356","blur",911,1288282,"g8D2F"
"357","focus",911,1289582,"g8D2F"
"358","blur",1106,1469598,"g8D2F"
"359","focus",1106,1486039,"g8D2F"
"360","blur",1243,1585545,"g8D2F"
"361","focus",1244,1587276,"g8D2F"
"362","blur",1246,1590373,"g8D2F"
"363","focus",1246,1591893,"g8D2F"
"364","blur",1430,1935286,"g8D2F"
"365","focus",1430,1942026,"g8D2F"
"366","blur",1430,1946873,"g8D2F"
"367","focus",1430,1955975,"g8D2F"
"368","focus",0,0,"GeIiL"
"369","fullscreenexit",0,21138,"GeIiL"
"370","blur",0,0,"gFtqc"
"371","focus",0,0,"gFtqc"
"372","blur",0,0,"gFtqc"
"373","focus",0,0,"gFtqc"
"374","blur",0,0,"gFtqc"
"375","focus",0,0,"gFtqc"
"376","fullscreenenter",0,65385,"gFtqc"
"377","fullscreenexit",1437,2018699,"gFtqc"
"378","blur",1438,2023877,"gFtqc"
"379","focus",0,0,"GGVP5"
"380","fullscreenenter",0,10746,"GGVP5"
"381","fullscreenenter",0,2224,"gqEdh"
"382","blur",1312,1948367,"gqEdh"
"383","focus",1313,1951263,"gqEdh"
"384","fullscreenenter",0,5894,"hGmJE"
"385","blur",56,134605,"hGmJE"
"386","focus",56,144323,"hGmJE"
"387","blur",474,886723,"hGmJE"
"388","focus",476,889256,"hGmJE"
"389","focus",0,0,"hR7Ky"
"390","fullscreenexit",0,6842,"hR7Ky"
"391","blur",0,0,"I5a0J"
"392","focus",0,0,"I5a0J"
"393","fullscreenenter",0,7640,"I5a0J"
"394","fullscreenenter",0,11391,"i5QCl"
"395","blur",0,6808,"IJ1nv"
"396","focus",0,8694,"IJ1nv"
"397","fullscreenenter",0,8864,"IJ1nv"
"398","blur",1443,2479434,"IJ1nv"
"399","focus",1443,2490722,"IJ1nv"
"400","focus",0,0,"iosns"
"401","blur",0,0,"iosns"
"402","focus",0,0,"iosns"
"403","fullscreenexit",0,20741,"iosns"
"404","focus",0,0,"jHWV5"
"405","blur",0,0,"jHWV5"
"406","focus",0,0,"jHWV5"
"407","blur",0,0,"jHWV5"
"408","focus",0,820,"jHWV5"
"409","fullscreenexit",0,5080,"jHWV5"
"410","fullscreenexit",0,5643,"jHWV5"
"411","blur",14,38535,"jHWV5"
"412","focus",14,39456,"jHWV5"
"413","blur",28,66597,"jHWV5"
"414","focus",28,72146,"jHWV5"
"415","blur",39,93093,"jHWV5"
"416","focus",39,94184,"jHWV5"
"417","blur",47,109532,"jHWV5"
"418","focus",47,112535,"jHWV5"
"419","blur",100,455836,"jHWV5"
"420","focus",100,458574,"jHWV5"
"421","blur",103,471524,"jHWV5"
"422","focus",104,473263,"jHWV5"
"423","blur",371,918556,"jHWV5"
"424","focus",373,928155,"jHWV5"
"425","blur",377,933799,"jHWV5"
"426","focus",379,935719,"jHWV5"
"427","blur",439,1019297,"jHWV5"
"428","focus",439,4495933,"jHWV5"
"429","blur",448,4507436,"jHWV5"
"430","focus",448,4540029,"jHWV5"
"431","blur",448,4540702,"jHWV5"
"432","focus",448,4544080,"jHWV5"
"433","blur",448,4544900,"jHWV5"
"434","focus",448,4552797,"jHWV5"
"435","blur",468,4578120,"jHWV5"
"436","focus",470,4596548,"jHWV5"
"437","blur",544,4680488,"jHWV5"
"438","focus",545,4729797,"jHWV5"
"439","blur",751,4922854,"jHWV5"
"440","focus",752,4926092,"jHWV5"
"441","blur",1074,5161258,"jHWV5"
"442","focus",1076,5162585,"jHWV5"
"443","blur",1158,5221438,"jHWV5"
"444","focus",1158,5222288,"jHWV5"
"445","blur",1193,5250695,"jHWV5"
"446","focus",1194,5251884,"jHWV5"
"447","blur",1196,5254018,"jHWV5"
"448","focus",1197,5254905,"jHWV5"
"449","blur",1208,5262700,"jHWV5"
"450","focus",1209,5264019,"jHWV5"
"451","blur",1304,5335837,"jHWV5"
"452","focus",1306,5339565,"jHWV5"
"453","blur",1364,5419197,"jHWV5"
"454","focus",1364,5427522,"jHWV5"
"455","blur",1476,5562986,"jHWV5"
"456","focus",1476,5574597,"jHWV5"
"457","blur",1476,5577167,"jHWV5"
"458","focus",1476,5616824,"jHWV5"
"459","fullscreenenter",0,8648,"jjOL4"
"460","blur",1381,1835525,"jjOL4"
"461","focus",1382,1836056,"jjOL4"
"462","fullscreenenter",0,20818,"K2ek1"
"463","fullscreenenter",0,13400,"KfF3Q"
"464","fullscreenexit",534,3427160,"KfF3Q"
"465","blur",534,3429225,"KfF3Q"
"466","focus",534,3430554,"KfF3Q"
"467","blur",746,3648046,"KfF3Q"
"468","focus",747,3651802,"KfF3Q"
"469","blur",821,3723118,"KfF3Q"
"470","focus",821,3723860,"KfF3Q"
"471","blur",1052,3900535,"KfF3Q"
"472","focus",1053,3901731,"KfF3Q"
"473","blur",1361,4155203,"KfF3Q"
"474","focus",1361,4156431,"KfF3Q"
"475","blur",1459,4419281,"KfF3Q"
"476","focus",1459,4421507,"KfF3Q"
"477","blur",1459,4428375,"KfF3Q"
"478","focus",1459,4443000,"KfF3Q"
"479","blur",1459,4447872,"KfF3Q"
"480","focus",1459,4459074,"KfF3Q"
"481","blur",1459,4470177,"KfF3Q"
"482","focus",1459,4484651,"KfF3Q"
"483","blur",1459,4485692,"KfF3Q"
"484","focus",1459,4487121,"KfF3Q"
"485","blur",1459,4488133,"KfF3Q"
"486","focus",1459,4746951,"KfF3Q"
"487","blur",1459,4762970,"KfF3Q"
"488","focus",1459,4763732,"KfF3Q"
"489","fullscreenenter",0,9150,"LiQZt"
"490","blur",1454,2306697,"LiQZt"
"491","focus",1454,2309802,"LiQZt"
"492","blur",1454,2310525,"LiQZt"
"493","focus",1454,2313937,"LiQZt"
"494","fullscreenenter",0,6544,"lNZlA"
"495","fullscreenenter",0,63043,"lwycS"
"496","fullscreenenter",0,6286,"Mck4N"
"497","fullscreenexit",1,8191,"Mck4N"
"498","blur",10,43297,"Mck4N"
"499","focus",10,47652,"Mck4N"
"500","blur",64,223255,"Mck4N"
"501","focus",64,227099,"Mck4N"
"502","blur",125,618878,"Mck4N"
"503","focus",125,621595,"Mck4N"
"504","blur",233,1049464,"Mck4N"
"505","focus",233,1098618,"Mck4N"
"506","blur",525,1482103,"Mck4N"
"507","focus",525,1500774,"Mck4N"
"508","blur",525,1501494,"Mck4N"
"509","focus",525,1503655,"Mck4N"
"510","blur",655,1638299,"Mck4N"
"511","focus",656,1641687,"Mck4N"
"512","blur",657,1642570,"Mck4N"
"513","focus",670,1671997,"Mck4N"
"514","blur",712,1708443,"Mck4N"
"515","focus",712,1709737,"Mck4N"
"516","blur",1446,2525905,"Mck4N"
"517","focus",1446,2534389,"Mck4N"
"518","fullscreenenter",0,11687,"mnqPw"
"519","fullscreenexit",1442,3572838,"mnqPw"
"520","focus",0,0,"nB8qy"
"521","blur",0,0,"nB8qy"
"522","focus",0,1826,"nB8qy"
"523","fullscreenexit",0,7870,"nB8qy"
"524","blur",0,0,"nGskv"
"525","focus",0,0,"nGskv"
"526","blur",0,0,"nGskv"
"527","focus",0,1493,"nGskv"
"528","fullscreenenter",0,14430,"nGskv"
"529","blur",277,660978,"nGskv"
"530","focus",277,663159,"nGskv"
"531","fullscreenexit",1452,1861936,"nGskv"
"532","blur",1452,1864472,"nGskv"
"533","focus",1452,1864564,"nGskv"
"534","blur",1452,1864580,"nGskv"
"535","focus",1452,1867885,"nGskv"
"536","blur",1452,1870042,"nGskv"
"537","focus",1452,1874064,"nGskv"
"538","blur",0,0,"Nk4hf"
"539","focus",0,0,"Nk4hf"
"540","fullscreenenter",0,5135,"Nk4hf"
"541","fullscreenexit",1447,2126584,"Nk4hf"
"542","blur",1447,2130203,"Nk4hf"
"543","focus",1447,2136436,"Nk4hf"
"544","blur",0,721,"nw4Qv"
"545","focus",0,1707,"nw4Qv"
"546","fullscreenenter",0,12984,"nw4Qv"
"547","blur",0,19796,"OEi2U"
"548","focus",0,30655,"OEi2U"
"549","fullscreenenter",0,32523,"OEi2U"
"550","fullscreenenter",0,34195,"oic53"
"551","fullscreenexit",1471,2147701,"oic53"
"552","blur",0,0,"oMbk1"
"553","focus",0,0,"oMbk1"
"554","blur",0,0,"oMbk1"
"555","focus",0,0,"oMbk1"
"556","blur",0,0,"oMbk1"
"557","focus",0,0,"oMbk1"
"558","blur",0,28317,"oMbk1"
"559","focus",0,34529,"oMbk1"
"560","fullscreenenter",0,37108,"oMbk1"
"561","fullscreenenter",0,4613,"oqHms"
"562","blur",0,0,"OXCdV"
"563","focus",0,624,"OXCdV"
"564","fullscreenenter",0,15847,"OXCdV"
"565","fullscreenexit",230,858516,"OXCdV"
"566","blur",230,863901,"OXCdV"
"567","focus",230,867054,"OXCdV"
"568","blur",230,869035,"OXCdV"
"569","focus",230,964766,"OXCdV"
"570","blur",1298,2218718,"OXCdV"
"571","focus",1298,2221927,"OXCdV"
"572","blur",1441,2552339,"OXCdV"
"573","focus",1441,2556696,"OXCdV"
"574","focus",0,0,"P1RmM"
"575","blur",0,0,"P1RmM"
"576","fullscreenenter",0,3424,"P1RmM"
"577","focus",1,4444,"P1RmM"
"578","fullscreenexit",1,10012,"P1RmM"
"579","blur",1,16420,"P1RmM"
"580","focus",1,17912,"P1RmM"
"581","blur",4,32350,"P1RmM"
"582","focus",4,38247,"P1RmM"
"583","blur",5,47359,"P1RmM"
"584","focus",5,59644,"P1RmM"
"585","blur",6,66535,"P1RmM"
"586","focus",7,69642,"P1RmM"
"587","blur",15,95447,"P1RmM"
"588","focus",15,115563,"P1RmM"
"589","blur",16,120174,"P1RmM"
"590","focus",17,123662,"P1RmM"
"591","blur",64,479217,"P1RmM"
"592","focus",64,493163,"P1RmM"
"593","blur",64,493615,"P1RmM"
"594","focus",64,1578871,"P1RmM"
"595","blur",64,1580610,"P1RmM"
"596","focus",64,1592972,"P1RmM"
"597","blur",166,1959211,"P1RmM"
"598","focus",167,1964329,"P1RmM"
"599","blur",525,2457302,"P1RmM"
"600","focus",525,2479879,"P1RmM"
"601","blur",525,2484382,"P1RmM"
"602","focus",525,2489639,"P1RmM"
"603","blur",1106,2998978,"P1RmM"
"604","focus",1106,3025801,"P1RmM"
"605","focus",0,0,"P4ixb"
"606","blur",0,0,"P4ixb"
"607","focus",0,0,"P4ixb"
"608","blur",0,0,"P4ixb"
"609","focus",0,0,"P4ixb"
"610","fullscreenexit",0,1372,"P4ixb"
"611","fullscreenexit",1,3977,"P4ixb"
"612","blur",22,89260,"P4ixb"
"613","focus",22,90912,"P4ixb"
"614","blur",64,167770,"P4ixb"
"615","focus",64,171732,"P4ixb"
"616","blur",1350,1742091,"P4ixb"
"617","focus",1350,1742913,"P4ixb"
"618","blur",1350,1743492,"P4ixb"
"619","focus",1350,1747894,"P4ixb"
"620","blur",1354,1753741,"P4ixb"
"621","focus",1356,1756595,"P4ixb"
"622","blur",1358,1758560,"P4ixb"
"623","focus",1359,1761269,"P4ixb"
"624","blur",1360,1762848,"P4ixb"
"625","focus",1362,1764374,"P4ixb"
"626","blur",1416,1816404,"P4ixb"
"627","focus",1417,1830756,"P4ixb"
"628","blur",1418,1832703,"P4ixb"
"629","focus",1420,1839564,"P4ixb"
"630","blur",1421,1841482,"P4ixb"
"631","focus",1423,1846928,"P4ixb"
"632","blur",1424,1849566,"P4ixb"
"633","focus",1426,1853515,"P4ixb"
"634","blur",1446,1947022,"P4ixb"
"635","focus",1446,1949471,"P4ixb"
"636","fullscreenenter",0,12931,"PBaDS"
"637","blur",0,15577,"peZMe"
"638","focus",0,28442,"peZMe"
"639","fullscreenenter",0,29700,"peZMe"
"640","fullscreenenter",0,38068,"phmsP"
"641","fullscreenexit",1061,1589065,"phmsP"
"642","blur",1083,1608191,"phmsP"
"643","focus",1083,1610700,"phmsP"
"644","blur",1270,1749420,"phmsP"
"645","focus",1270,1750948,"phmsP"
"646","blur",1270,1751033,"phmsP"
"647","focus",1272,1754619,"phmsP"
"648","blur",1432,2002085,"phmsP"
"649","focus",1432,2032814,"phmsP"
"650","fullscreenenter",0,9562,"pkSO1"
"651","focus",0,0,"Q6bQQ"
"652","fullscreenexit",0,11056,"Q6bQQ"
"653","fullscreenenter",0,21059,"rBNlQ"
"654","blur",1020,1701147,"rBNlQ"
"655","focus",1022,1703326,"rBNlQ"
"656","focus",0,0,"rG8Vr"
"657","fullscreenexit",0,9235,"rG8Vr"
"658","fullscreenexit",0,5439,"rhcWo"
"659","focus",0,0,"rsbKf"
"660","blur",0,12886,"rsbKf"
"661","focus",0,24068,"rsbKf"
"662","fullscreenexit",0,36910,"rsbKf"
"663","fullscreenenter",0,11084,"RUF47"
"664","blur",0,10755,"s3aE2"
"665","focus",0,12549,"s3aE2"
"666","blur",0,20575,"s3aE2"
"667","focus",0,27070,"s3aE2"
"668","fullscreenenter",0,29138,"s3aE2"
"669","blur",0,0,"sNG1R"
"670","focus",0,0,"sNG1R"
"671","blur",0,0,"sNG1R"
"672","focus",0,0,"sNG1R"
"673","fullscreenenter",0,21923,"sNG1R"
"674","fullscreenenter",0,13202,"STdEn"
"675","blur",64,289364,"STdEn"
"676","focus",64,309426,"STdEn"
"677","blur",98,492980,"STdEn"
"678","focus",98,492983,"STdEn"
"679","blur",152,725020,"STdEn"
"680","focus",152,725023,"STdEn"
"681","blur",1454,2334102,"STdEn"
"682","focus",1454,2351898,"STdEn"
"683","fullscreenenter",0,8822,"sV65G"
"684","fullscreenenter",0,7103,"sYcax"
"685","blur",1451,2012611,"sYcax"
"686","focus",1451,2018658,"sYcax"
"687","blur",0,2474,"TaRxF"
