"","event","trial","time","PID"
"63","blur",448,1071755,"6MExa"
"64","focus",449,1074460,"6MExa"
"65","fullscreenenter",0,9668,"7mmq1"
"66","fullscreenenter",0,11955,"8QMlR"
"67","fullscreenenter",0,2890,"8XmkN"
"68","blur",530,1055133,"8XmkN"
"69","focus",530,1058005,"8XmkN"
"70","blur",530,1058437,"8XmkN"
"71","focus",530,1060678,"8XmkN"
"72","blur",0,0,"9HbDp"
"73","focus",0,6360,"9HbDp"
"74","fullscreenenter",0,24577,"9HbDp"
"75","fullscreenenter",0,6361,"AbKhG"
"76","blur",233,1391145,"AbKhG"
"77","focus",233,1391953,"AbKhG"
"78","focus",0,0,"aeSIy"
"79","fullscreenexit",0,9930,"aeSIy"
"80","fullscreenenter",0,9167,"agbT2"
"81","fullscreenenter",0,13690,"Bt9HX"
"82","focus",0,0,"bW8h4"
"83","fullscreenenter",0,1466,"bW8h4"
"84","blur",1,5379,"bW8h4"
"85","focus",1,5486,"bW8h4"
"86","fullscreenexit",1,9154,"bW8h4"
"87","blur",71,364024,"bW8h4"
"88","focus",71,781168,"bW8h4"
"89","blur",75,852938,"bW8h4"
"90","focus",75,1553564,"bW8h4"
"91","blur",75,1554475,"bW8h4"
"92","focus",75,1692062,"bW8h4"
"93","blur",97,1752844,"bW8h4"
"94","focus",97,1756027,"bW8h4"
"95","blur",239,2015606,"bW8h4"
"96","focus",239,2019097,"bW8h4"
"97","blur",239,2019515,"bW8h4"
"98","focus",239,2048262,"bW8h4"
"99","fullscreenenter",0,42678,"CR8ZD"
"100","blur",1462,1974955,"CR8ZD"
"101","focus",1462,1985301,"CR8ZD"
"102","blur",1510,2092299,"CR8ZD"
"103","focus",1510,2094893,"CR8ZD"
"104","fullscreenenter",0,14493,"CSyct"
"105","focus",0,0,"cuVKQ"
"106","fullscreenexit",0,11044,"cuVKQ"
"107","fullscreenexit",16,98211,"cuVKQ"
"108","blur",443,1230955,"cuVKQ"
"109","focus",444,1232177,"cuVKQ"
"110","blur",1494,2721220,"cuVKQ"
"111","focus",1494,2725603,"cuVKQ"
"112","fullscreenenter",0,13234,"dRD1z"
"113","blur",1503,3389316,"dRD1z"
"114","focus",1503,3394315,"dRD1z"
"115","fullscreenenter",0,902,"dtcaT"
"116","blur",0,0,"e1STq"
"117","focus",0,0,"e1STq"
"118","blur",0,0,"e1STq"
"119","focus",0,0,"e1STq"
"120","fullscreenenter",0,9475,"e1STq"
"121","fullscreenexit",1503,4659158,"e1STq"
"122","blur",1504,4666126,"e1STq"
"123","blur",0,55616,"ehf3e"
"124","focus",0,78668,"ehf3e"
"125","fullscreenenter",0,80029,"ehf3e"
"126","blur",36,252623,"ehf3e"
"127","focus",36,254303,"ehf3e"
"128","fullscreenexit",64,383967,"ehf3e"
"129","blur",64,386138,"ehf3e"
"130","focus",64,404226,"ehf3e"
"131","blur",64,405876,"ehf3e"
"132","focus",64,413538,"ehf3e"
"133","blur",64,416311,"ehf3e"
"134","focus",64,417569,"ehf3e"
"135","blur",181,1171477,"ehf3e"
"136","focus",181,1172402,"ehf3e"
"137","blur",728,1913719,"ehf3e"
"138","focus",728,1914274,"ehf3e"
"139","blur",728,1914485,"ehf3e"
"140","focus",729,1916244,"ehf3e"
"141","blur",1423,2741956,"ehf3e"
"142","focus",1423,2751757,"ehf3e"
"143","focus",0,0,"eoYB5"
"144","blur",0,0,"eoYB5"
"145","fullscreenenter",0,24897,"eoYB5"
"146","focus",1,25925,"eoYB5"
"147","blur",0,160,"EQjoj"
"148","focus",0,5047,"EQjoj"
"149","fullscreenenter",0,22588,"EQjoj"
"150","fullscreenenter",0,31830,"EUmN1"
"151","blur",0,0,"FLYqo"
"152","focus",0,8150,"FLYqo"
"153","fullscreenenter",0,8184,"FLYqo"
"154","fullscreenexit",1525,2187428,"FLYqo"
"155","blur",1525,2192180,"FLYqo"
"156","focus",1525,2199978,"FLYqo"
"157","blur",1525,2203517,"FLYqo"
"158","focus",1525,2204780,"FLYqo"
"159","focus",0,0,"GrNfK"
"160","fullscreenexit",0,16332,"GrNfK"
"161","fullscreenenter",0,16296,"GUdvg"
"162","blur",0,0,"H0RgL"
"163","focus",0,0,"H0RgL"
"164","blur",0,0,"H0RgL"
"165","focus",0,1393,"H0RgL"
"166","fullscreenenter",0,15470,"H0RgL"
"167","blur",0,0,"HeAGQ"
"168","focus",0,0,"HeAGQ"
"169","blur",0,0,"HeAGQ"
"170","focus",0,0,"HeAGQ"
"171","blur",0,0,"HeAGQ"
"172","focus",0,0,"HeAGQ"
"173","blur",0,0,"HeAGQ"
"174","focus",0,0,"HeAGQ"
"175","blur",0,0,"HeAGQ"
"176","focus",0,0,"HeAGQ"
"177","blur",0,0,"HeAGQ"
"178","focus",0,0,"HeAGQ"
"179","blur",0,0,"HeAGQ"
"180","focus",0,0,"HeAGQ"
"181","blur",0,0,"HeAGQ"
"182","focus",0,1931,"HeAGQ"
"183","fullscreenenter",0,2017,"HeAGQ"
"184","blur",0,17533,"iLqjS"
"185","focus",0,21477,"iLqjS"
"186","blur",0,22368,"iLqjS"
"187","focus",0,24604,"iLqjS"
"188","fullscreenenter",0,29375,"iLqjS"
"189","blur",1,33210,"iLqjS"
"190","focus",1,36104,"iLqjS"
"191","blur",37,216266,"iLqjS"
"192","focus",37,307050,"iLqjS"
"193","blur",723,1673671,"iLqjS"
"194","focus",723,1680617,"iLqjS"
"195","fullscreenenter",0,18668,"IVLFp"
"196","blur",97,552905,"IVLFp"
"197","focus",97,552936,"IVLFp"
"198","fullscreenenter",0,2580,"jAb3j"
"199","blur",1,27003,"jAb3j"
"200","focus",1,28232,"jAb3j"
"201","blur",65,829016,"jAb3j"
"202","focus",65,830199,"jAb3j"
"203","fullscreenexit",65,835299,"jAb3j"
"204","blur",1303,2904448,"jAb3j"
"205","focus",1303,2920768,"jAb3j"
"206","blur",1509,3644249,"jAb3j"
"207","focus",1509,3653252,"jAb3j"
"208","blur",0,0,"KMARq"
"209","focus",0,0,"KMARq"
"210","fullscreenenter",0,14785,"KMARq"
"211","blur",236,1535564,"KMARq"
"212","focus",236,1569650,"KMARq"
"213","fullscreenenter",0,19657,"KMPny"
"214","blur",0,0,"kT3ly"
"215","focus",0,0,"kT3ly"
"216","fullscreenenter",0,14038,"kT3ly"
"217","blur",225,645167,"kT3ly"
"218","focus",226,655026,"kT3ly"
"219","blur",233,665365,"kT3ly"
"220","focus",233,693008,"kT3ly"
"221","blur",1457,1936264,"kT3ly"
"222","focus",1457,1950880,"kT3ly"
"223","blur",1508,2088347,"kT3ly"
"224","focus",1508,2097607,"kT3ly"
"225","fullscreenenter",0,2485,"ljSN1"
"226","fullscreenenter",0,8329,"LLAgy"
"227","blur",0,0,"MBdvX"
"228","focus",0,44,"MBdvX"
"229","fullscreenenter",0,14742,"MBdvX"
"230","blur",844,1914916,"MBdvX"
"231","focus",844,1915001,"MBdvX"
"232","blur",0,0,"miNYF"
"233","focus",0,0,"miNYF"
"234","blur",0,0,"miNYF"
"235","focus",0,0,"miNYF"
"236","fullscreenenter",0,6301,"miNYF"
"237","fullscreenenter",0,6849,"miTq7"
"238","fullscreenenter",0,16915,"mRis9"
"239","fullscreenenter",0,4076,"MSXya"
"240","blur",48,129144,"MSXya"
"241","focus",48,130564,"MSXya"
"242","fullscreenenter",0,4649,"MzyZI"
"243","fullscreenenter",0,10110,"nMiJ9"
"244","fullscreenenter",0,10367,"no9hZ"
"245","fullscreenenter",0,1591,"opAgn"
"246","blur",20,73143,"opAgn"
"247","focus",20,86535,"opAgn"
"248","blur",20,88246,"opAgn"
"249","focus",20,88969,"opAgn"
"250","blur",40,142423,"opAgn"
"251","focus",40,163278,"opAgn"
"252","blur",42,168593,"opAgn"
"253","focus",42,171084,"opAgn"
"254","blur",49,185729,"opAgn"
"255","focus",49,186597,"opAgn"
"256","blur",59,209177,"opAgn"
"257","focus",59,214286,"opAgn"
"258","blur",61,218585,"opAgn"
"259","focus",61,229886,"opAgn"
"260","blur",64,242971,"opAgn"
"261","focus",64,245974,"opAgn"
"262","blur",64,246842,"opAgn"
"263","focus",64,247518,"opAgn"
"264","blur",64,288899,"opAgn"
"265","focus",64,290244,"opAgn"
"266","blur",65,343867,"opAgn"
"267","focus",65,349064,"opAgn"
"268","blur",65,355452,"opAgn"
"269","focus",65,357877,"opAgn"
"270","blur",65,359948,"opAgn"
"271","focus",65,360790,"opAgn"
"272","blur",74,389493,"opAgn"
"273","focus",74,401873,"opAgn"
"274","blur",91,462302,"opAgn"
"275","focus",91,464969,"opAgn"
"276","blur",91,467950,"opAgn"
"277","focus",91,478138,"opAgn"
"278","blur",91,485735,"opAgn"
"279","focus",91,492459,"opAgn"
"280","blur",108,531607,"opAgn"
"281","focus",108,546465,"opAgn"
"282","blur",112,602584,"opAgn"
"283","focus",112,603830,"opAgn"
"284","blur",119,618336,"opAgn"
"285","focus",119,620065,"opAgn"
"286","blur",123,699001,"opAgn"
"287","focus",123,707170,"opAgn"
"288","blur",128,731401,"opAgn"
"289","focus",128,738385,"opAgn"
"290","blur",128,750545,"opAgn"
"291","focus",128,756884,"opAgn"
"292","blur",156,894003,"opAgn"
"293","focus",156,896838,"opAgn"
"294","blur",163,938236,"opAgn"
"295","focus",163,942431,"opAgn"
"296","blur",181,1041589,"opAgn"
"297","focus",181,1043136,"opAgn"
"298","blur",230,1106293,"opAgn"
"299","focus",230,1114096,"opAgn"
"300","blur",253,1157760,"opAgn"
"301","focus",253,1162414,"opAgn"
"302","blur",280,1195527,"opAgn"
"303","focus",280,1201371,"opAgn"
"304","blur",335,1269880,"opAgn"
"305","focus",335,1281908,"opAgn"
"306","blur",335,1283312,"opAgn"
"307","focus",335,1288042,"opAgn"
"308","blur",444,1426322,"opAgn"
"309","focus",444,1434423,"opAgn"
"310","blur",460,1461154,"opAgn"
"311","focus",462,1469583,"opAgn"
"312","blur",492,1508163,"opAgn"
"313","focus",492,1517484,"opAgn"
"314","blur",524,1566028,"opAgn"
"315","focus",524,1570629,"opAgn"
"316","blur",677,1717702,"opAgn"
"317","focus",679,1719682,"opAgn"
"318","blur",680,1720926,"opAgn"
"319","focus",681,1721872,"opAgn"
"320","blur",699,1734855,"opAgn"
"321","focus",700,1737865,"opAgn"
"322","blur",707,1743654,"opAgn"
"323","focus",712,1751457,"opAgn"
"324","blur",760,1795311,"opAgn"
"325","focus",762,1797948,"opAgn"
"326","blur",847,1861935,"opAgn"
"327","focus",848,1863664,"opAgn"
"328","blur",849,1864463,"opAgn"
"329","focus",851,1865770,"opAgn"
"330","blur",853,1866958,"opAgn"
"331","focus",854,1869200,"opAgn"
"332","blur",858,1872183,"opAgn"
"333","focus",859,1872916,"opAgn"
"334","blur",861,1874383,"opAgn"
"335","focus",863,1875641,"opAgn"
"336","blur",864,1876734,"opAgn"
"337","focus",870,1886127,"opAgn"
"338","blur",886,1897440,"opAgn"
"339","focus",887,1899931,"opAgn"
"340","blur",888,1900743,"opAgn"
"341","focus",890,1903328,"opAgn"
"342","blur",891,1904008,"opAgn"
"343","focus",893,1905688,"opAgn"
"344","blur",895,1906840,"opAgn"
"345","focus",896,1908105,"opAgn"
"346","blur",897,1908959,"opAgn"
"347","focus",899,1910632,"opAgn"
"348","blur",900,1911400,"opAgn"
"349","focus",902,1913363,"opAgn"
"350","blur",904,1914145,"opAgn"
"351","focus",905,1915830,"opAgn"
"352","blur",906,1916985,"opAgn"
"353","focus",908,1918282,"opAgn"
"354","blur",909,1919440,"opAgn"
"355","focus",910,1920457,"opAgn"
"356","blur",913,1922136,"opAgn"
"357","focus",913,1922958,"opAgn"
"358","blur",919,1927825,"opAgn"
"359","focus",921,1931015,"opAgn"
"360","blur",922,1931742,"opAgn"
"361","focus",924,1933412,"opAgn"
"362","blur",925,1934656,"opAgn"
"363","focus",927,1935997,"opAgn"
"364","blur",929,1937072,"opAgn"
"365","focus",929,1937798,"opAgn"
"366","blur",931,1939024,"opAgn"
"367","focus",933,1940416,"opAgn"
"368","blur",934,1941464,"opAgn"
"369","focus",936,1943031,"opAgn"
"370","blur",937,1944040,"opAgn"
"371","focus",938,1945160,"opAgn"
"372","blur",940,1946095,"opAgn"
"373","focus",951,1962453,"opAgn"
"374","blur",952,1963208,"opAgn"
"375","focus",955,1968021,"opAgn"
"376","blur",958,1969880,"opAgn"
"377","focus",960,1972612,"opAgn"
"378","blur",962,1973344,"opAgn"
"379","focus",963,1975230,"opAgn"
"380","blur",965,1976424,"opAgn"
"381","focus",966,1977924,"opAgn"
"382","blur",968,1979504,"opAgn"
"383","focus",969,1980332,"opAgn"
"384","blur",970,1981305,"opAgn"
"385","focus",971,1982416,"opAgn"
"386","blur",973,1983448,"opAgn"
"387","focus",974,1984383,"opAgn"
"388","blur",977,1985936,"opAgn"
"389","focus",978,1986998,"opAgn"
"390","blur",979,1988081,"opAgn"
"391","focus",980,1988824,"opAgn"
"392","blur",982,1990032,"opAgn"
"393","focus",983,1990957,"opAgn"
"394","blur",985,1992169,"opAgn"
"395","focus",987,1993493,"opAgn"
"396","blur",989,1995128,"opAgn"
"397","focus",990,1996255,"opAgn"
"398","blur",991,1997280,"opAgn"
"399","focus",993,1998396,"opAgn"
"400","blur",994,1999475,"opAgn"
"401","focus",996,2000704,"opAgn"
"402","blur",997,2001680,"opAgn"
"403","focus",999,2002944,"opAgn"
"404","blur",1000,2003968,"opAgn"
"405","focus",1001,2004947,"opAgn"
"406","blur",1003,2006088,"opAgn"
"407","focus",1004,2006988,"opAgn"
"408","blur",1006,2008472,"opAgn"
"409","focus",1008,2009761,"opAgn"
"410","blur",1034,2028199,"opAgn"
"411","focus",1035,2029206,"opAgn"
"412","blur",1036,2030136,"opAgn"
"413","focus",1037,2030991,"opAgn"
"414","blur",1039,2032287,"opAgn"
"415","focus",1040,2033434,"opAgn"
"416","blur",1042,2034288,"opAgn"
"417","focus",1043,2035171,"opAgn"
"418","blur",1045,2036721,"opAgn"
"419","focus",1046,2037912,"opAgn"
"420","blur",1048,2038911,"opAgn"
"421","focus",1049,2040106,"opAgn"
"422","blur",1051,2041280,"opAgn"
"423","focus",1052,2041945,"opAgn"
"424","blur",1054,2043656,"opAgn"
"425","focus",1056,2044904,"opAgn"
"426","blur",1057,2045920,"opAgn"
"427","focus",1058,2046934,"opAgn"
"428","blur",1060,2048182,"opAgn"
"429","focus",1061,2049318,"opAgn"
"430","blur",1063,2050287,"opAgn"
"431","focus",1064,2051192,"opAgn"
"432","blur",1066,2052464,"opAgn"
"433","focus",1068,2053719,"opAgn"
"434","blur",1069,2054591,"opAgn"
"435","focus",1070,2055402,"opAgn"
"436","blur",1072,2056760,"opAgn"
"437","focus",1073,2057504,"opAgn"
"438","blur",1075,2058888,"opAgn"
"439","focus",1076,2059641,"opAgn"
"440","blur",1078,2061023,"opAgn"
"441","focus",1079,2061696,"opAgn"
"442","blur",1081,2063176,"opAgn"
"443","focus",1082,2063729,"opAgn"
"444","blur",1084,2065209,"opAgn"
"445","focus",1085,2065703,"opAgn"
"446","blur",1087,2067409,"opAgn"
"447","focus",1088,2068585,"opAgn"
"448","blur",1090,2069831,"opAgn"
"449","focus",1091,2070700,"opAgn"
"450","blur",1106,2082670,"opAgn"
"451","focus",1106,2088131,"opAgn"
"452","blur",1140,2112696,"opAgn"
"453","focus",1141,2115138,"opAgn"
"454","blur",1142,2115518,"opAgn"
"455","focus",1144,2117072,"opAgn"
"456","blur",1145,2117662,"opAgn"
"457","focus",1147,2118986,"opAgn"
"458","blur",1149,2119790,"opAgn"
"459","focus",1149,2120481,"opAgn"
"460","blur",1151,2121711,"opAgn"
"461","focus",1152,2122653,"opAgn"
"462","blur",1154,2124024,"opAgn"
"463","focus",1155,2125164,"opAgn"
"464","blur",1156,2125535,"opAgn"
"465","focus",1156,2126315,"opAgn"
"466","blur",1157,2126737,"opAgn"
"467","focus",1162,2134898,"opAgn"
"468","blur",1164,2135750,"opAgn"
"469","focus",1169,2144686,"opAgn"
"470","blur",1176,2150422,"opAgn"
"471","focus",1176,2151127,"opAgn"
"472","blur",1178,2152182,"opAgn"
"473","focus",1179,2153376,"opAgn"
"474","blur",1181,2154639,"opAgn"
"475","focus",1182,2155516,"opAgn"
"476","blur",1184,2156750,"opAgn"
"477","focus",1185,2157884,"opAgn"
"478","blur",1187,2158782,"opAgn"
"479","focus",1188,2159413,"opAgn"
"480","blur",1190,2160918,"opAgn"
"481","focus",1191,2161665,"opAgn"
"482","blur",1193,2163055,"opAgn"
"483","focus",1194,2164029,"opAgn"
"484","blur",1196,2165126,"opAgn"
"485","focus",1198,2167313,"opAgn"
"486","blur",1199,2168199,"opAgn"
"487","focus",1201,2169927,"opAgn"
"488","blur",1202,2170639,"opAgn"
"489","focus",1205,2175013,"opAgn"
"490","blur",1208,2178071,"opAgn"
"491","focus",1209,2178662,"opAgn"
"492","blur",1211,2180038,"opAgn"
"493","focus",1213,2181391,"opAgn"
"494","blur",1214,2182223,"opAgn"
"495","focus",1216,2183823,"opAgn"
"496","blur",1217,2184566,"opAgn"
"497","focus",1218,2185647,"opAgn"
"498","blur",1220,2186686,"opAgn"
"499","focus",1222,2188046,"opAgn"
"500","blur",1223,2188758,"opAgn"
"501","focus",1224,2189717,"opAgn"
"502","blur",1226,2190681,"opAgn"
"503","focus",1227,2191941,"opAgn"
"504","blur",1229,2192887,"opAgn"
"505","focus",1230,2194031,"opAgn"
"506","blur",1232,2195048,"opAgn"
"507","focus",1234,2197061,"opAgn"
"508","blur",1235,2197829,"opAgn"
"509","focus",1237,2199357,"opAgn"
"510","blur",1238,2200077,"opAgn"
"511","focus",1240,2201651,"opAgn"
"512","blur",1241,2202213,"opAgn"
"513","focus",1243,2203484,"opAgn"
"514","blur",1244,2204189,"opAgn"
"515","focus",1246,2205592,"opAgn"
"516","blur",1247,2206495,"opAgn"
"517","focus",1249,2208006,"opAgn"
"518","blur",1250,2208917,"opAgn"
"519","focus",1252,2210202,"opAgn"
"520","blur",1253,2211077,"opAgn"
"521","focus",1255,2212653,"opAgn"
"522","blur",1256,2213462,"opAgn"
"523","focus",1258,2215041,"opAgn"
"524","blur",1259,2216029,"opAgn"
"525","focus",1261,2217175,"opAgn"
"526","blur",1286,2235398,"opAgn"
"527","focus",1288,2237306,"opAgn"
"528","blur",1289,2238440,"opAgn"
"529","focus",1290,2239370,"opAgn"
"530","blur",1361,2312821,"opAgn"
"531","focus",1362,2317573,"opAgn"
"532","focus",0,0,"oQP54"
"533","fullscreenexit",0,8833,"oQP54"
"534","fullscreenenter",0,16547,"OuNaU"
"535","blur",1,29628,"OuNaU"
"536","focus",1,39495,"OuNaU"
"537","blur",134,783901,"OuNaU"
"538","focus",134,786178,"OuNaU"
"539","blur",231,1158867,"OuNaU"
"540","focus",231,1161170,"OuNaU"
"541","blur",525,1562305,"OuNaU"
"542","focus",525,1565529,"OuNaU"
"543","fullscreenenter",0,54679,"OXnoS"
"544","focus",0,0,"oYlYt"
"545","fullscreenexit",0,15564,"oYlYt"
"546","fullscreenenter",0,2648,"OYOCP"
"547","focus",0,0,"OyzXU"
"548","fullscreenexit",0,2082,"OyzXU"
"549","blur",1,16341,"OyzXU"
"550","focus",1,17534,"OyzXU"
"551","fullscreenenter",0,12652,"pMPNp"
"552","fullscreenenter",0,9305,"pOTBt"
"553","focus",0,0,"q0SQG"
"554","blur",0,0,"q0SQG"
"555","focus",0,0,"q0SQG"
"556","fullscreenexit",0,1796,"q0SQG"
"557","fullscreenenter",0,108411,"Q6zW7"
"558","focus",0,0,"QAeRx"
"559","fullscreenexit",0,3171,"QAeRx"
"560","focus",0,0,"QFxUi"
"561","fullscreenexit",0,12971,"QFxUi"
"562","fullscreenexit",1516,2355588,"QFxUi"
"563","blur",1516,2356901,"QFxUi"
"564","focus",1516,2365314,"QFxUi"
"565","blur",1516,2365842,"QFxUi"
"566","focus",1516,2365951,"QFxUi"
"567","fullscreenenter",0,3027,"qm2Jc"
"568","blur",731,1912722,"qm2Jc"
"569","focus",731,2338349,"qm2Jc"
"570","blur",0,0,"qvHtI"
"571","focus",0,0,"qvHtI"
"572","blur",0,0,"qvHtI"
"573","focus",0,540,"qvHtI"
"574","fullscreenenter",0,10655,"qvHtI"
"575","blur",1298,2147732,"qvHtI"
"576","focus",1298,2151238,"qvHtI"
"577","fullscreenenter",0,2860,"qwzM3"
"578","fullscreenexit",1,4841,"qwzM3"
"579","blur",64,183403,"qwzM3"
"580","focus",64,185809,"qwzM3"
"581","blur",64,186131,"qwzM3"
"582","focus",64,187800,"qwzM3"
"583","blur",64,187811,"qwzM3"
"584","focus",64,199238,"qwzM3"
"585","blur",109,342869,"qwzM3"
"586","focus",109,352092,"qwzM3"
"587","blur",113,357961,"qwzM3"
"588","focus",113,376961,"qwzM3"
"589","blur",124,402450,"qwzM3"
"590","focus",124,421686,"qwzM3"
"591","blur",230,559721,"qwzM3"
"592","focus",230,561196,"qwzM3"
"593","blur",230,561548,"qwzM3"
"594","focus",230,563740,"qwzM3"
"595","blur",230,563744,"qwzM3"
"596","focus",230,576572,"qwzM3"
"597","blur",434,834303,"qwzM3"
"598","focus",434,835419,"qwzM3"
"599","blur",1128,1434295,"qwzM3"
"600","focus",1131,1438146,"qwzM3"
"601","fullscreenenter",0,14617,"r5rtl"
"602","fullscreenenter",0,20242,"r5Wrl"
"603","focus",0,0,"rKmsp"
"604","blur",0,18270,"rKmsp"
"605","focus",0,19226,"rKmsp"
"606","blur",0,21263,"rKmsp"
"607","focus",0,32102,"rKmsp"
"608","fullscreenexit",0,32373,"rKmsp"
"609","fullscreenenter",0,6185,"RnBUl"
"610","blur",64,169169,"RnBUl"
"611","focus",64,170291,"RnBUl"
"612","blur",64,170742,"RnBUl"
"613","focus",64,186328,"RnBUl"
"614","blur",64,187200,"RnBUl"
"615","focus",64,1022305,"RnBUl"
"616","blur",128,1318572,"RnBUl"
"617","focus",128,1334021,"RnBUl"
"618","blur",427,1862694,"RnBUl"
"619","focus",427,1951063,"RnBUl"
"620","blur",436,1963050,"RnBUl"
"621","focus",437,1963980,"RnBUl"
"622","blur",525,2091492,"RnBUl"
"623","focus",525,2094458,"RnBUl"
"624","blur",1106,2598080,"RnBUl"
"625","focus",1106,2635504,"RnBUl"
"626","fullscreenexit",1507,3229111,"RnBUl"
"627","blur",1507,3231191,"RnBUl"
"628","focus",1507,3233073,"RnBUl"
"629","blur",1507,3234351,"RnBUl"
"630","focus",1507,3256043,"RnBUl"
"631","blur",0,0,"rvXn7"
"632","focus",0,11669,"rvXn7"
"633","fullscreenenter",0,11829,"rvXn7"
"634","blur",96,454436,"rvXn7"
"635","focus",96,455674,"rvXn7"
"636","blur",913,1386035,"rvXn7"
"637","focus",915,1389818,"rvXn7"
"638","fullscreenenter",0,6906,"rz671"
"639","fullscreenexit",1,8624,"rz671"
"640","blur",161,498448,"rz671"
"641","focus",161,499650,"rz671"
"642","blur",230,604536,"rz671"
"643","focus",230,605482,"rz671"
"644","blur",782,1258480,"rz671"
"645","focus",782,1259284,"rz671"
"646","blur",913,1368065,"rz671"
"647","focus",913,1371795,"rz671"
"648","blur",1067,1493560,"rz671"
"649","focus",1068,1495268,"rz671"
"650","blur",0,1941,"sKaDO"
"651","focus",0,3288,"sKaDO"
"652","fullscreenenter",0,13367,"sKaDO"
"653","fullscreenenter",0,4600,"T2lUK"
"654","fullscreenexit",1527,2291262,"T2lUK"
"655","blur",1527,2292491,"T2lUK"
"656","focus",1527,2430322,"T2lUK"
"657","fullscreenenter",0,14092,"t3OTO"
"658","blur",79,714609,"t3OTO"
"659","focus",79,714867,"t3OTO"
"660","blur",79,716852,"t3OTO"
"661","focus",79,733837,"t3OTO"
"662","blur",79,735607,"t3OTO"
"663","focus",79,736450,"t3OTO"
"664","blur",79,738847,"t3OTO"
"665","focus",79,749932,"t3OTO"
"666","blur",80,793351,"t3OTO"
"667","focus",80,797833,"t3OTO"
"668","blur",82,842614,"t3OTO"
"669","focus",82,843025,"t3OTO"
"670","blur",82,849615,"t3OTO"
"671","focus",82,866585,"t3OTO"
"672","blur",82,876934,"t3OTO"
"673","focus",82,883958,"t3OTO"
"674","blur",82,903551,"t3OTO"
"675","focus",82,912293,"t3OTO"
"676","blur",82,914858,"t3OTO"
"677","focus",82,931710,"t3OTO"
"678","blur",82,940943,"t3OTO"
"679","focus",82,951816,"t3OTO"
"680","blur",82,957639,"t3OTO"
"681","focus",82,964199,"t3OTO"
"682","blur",83,967980,"t3OTO"
"683","focus",83,969154,"t3OTO"
"684","blur",83,971974,"t3OTO"
"685","focus",83,972397,"t3OTO"
"686","blur",83,976260,"t3OTO"
"687","focus",83,977754,"t3OTO"
"688","blur",83,981219,"t3OTO"
"689","focus",83,981641,"t3OTO"
"690","fullscreenenter",0,8045,"TM02Y"
"691","fullscreenenter",0,5756,"TqMZ4"
"692","fullscreenenter",0,4230,"UGN9Z"
"693","fullscreenenter",0,30769,"UpCL6"
"694","fullscreenexit",1,34655,"UpCL6"
"695","blur",98,565301,"UpCL6"
"696","focus",98,599451,"UpCL6"
"697","blur",102,624445,"UpCL6"
"698","focus",102,654360,"UpCL6"
"699","blur",1308,2244770,"UpCL6"
"700","focus",1308,2254335,"UpCL6"
