"","event","trial","time","PID"
"701","blur",1308,2255583,"UpCL6"
"702","focus",1308,2257188,"UpCL6"
"703","blur",1308,2257190,"UpCL6"
"704","focus",1308,2260635,"UpCL6"
"705","blur",1308,2263015,"UpCL6"
"706","focus",1308,2338922,"UpCL6"
"707","blur",1514,3124296,"UpCL6"
"708","focus",1514,3128072,"UpCL6"
"709","blur",1514,3135010,"UpCL6"
"710","focus",1514,3136503,"UpCL6"
"711","fullscreenenter",0,77882,"UZg3F"
"712","fullscreenenter",0,19883,"vagOW"
"713","blur",1455,2996731,"vagOW"
"714","focus",1455,2997847,"vagOW"
"715","focus",0,0,"vH44E"
"716","blur",0,0,"vH44E"
"717","focus",0,0,"vH44E"
"718","fullscreenenter",0,15589,"vH44E"
"719","blur",1,33858,"vH44E"
"720","focus",1,33877,"vH44E"
"721","fullscreenenter",0,6606,"VJYMM"
"722","blur",0,0,"vk0Qg"
"723","focus",0,0,"vk0Qg"
"724","fullscreenenter",0,3070,"vk0Qg"
"725","fullscreenenter",0,17957,"VMouC"
"726","fullscreenenter",0,10700,"vO9TK"
"727","fullscreenenter",0,8491,"vVJWK"
"728","blur",0,0,"WHNqQ"
"729","focus",0,0,"WHNqQ"
"730","blur",0,0,"WHNqQ"
"731","focus",0,2189,"WHNqQ"
"732","fullscreenenter",0,3620,"WHNqQ"
"733","blur",145,321249,"WHNqQ"
"734","fullscreenexit",145,321249,"WHNqQ"
"735","focus",145,323385,"WHNqQ"
"736","blur",1432,1743752,"WHNqQ"
"737","focus",1432,1744070,"WHNqQ"
"738","blur",1436,1753299,"WHNqQ"
"739","focus",1436,1755563,"WHNqQ"
"740","blur",1507,1915212,"WHNqQ"
"741","focus",1507,1924514,"WHNqQ"
"742","fullscreenenter",0,4839,"Wi9OQ"
"743","blur",0,0,"WSug4"
"744","focus",0,0,"WSug4"
"745","fullscreenenter",0,7442,"WSug4"
"746","fullscreenenter",0,3323,"X6Nwg"
"747","blur",19,61046,"X6Nwg"
"748","focus",19,64878,"X6Nwg"
"749","blur",426,956036,"X6Nwg"
"750","focus",426,1025345,"X6Nwg"
"751","blur",560,1186345,"X6Nwg"
"752","focus",561,1188708,"X6Nwg"
"753","blur",566,1192401,"X6Nwg"
"754","focus",567,1193823,"X6Nwg"
"755","blur",569,1195209,"X6Nwg"
"756","focus",570,1196478,"X6Nwg"
"757","blur",572,1197873,"X6Nwg"
"758","focus",573,1199958,"X6Nwg"
"759","blur",612,1231253,"X6Nwg"
"760","focus",618,1242427,"X6Nwg"
"761","blur",621,1244974,"X6Nwg"
"762","focus",621,1245987,"X6Nwg"
"763","blur",624,1248446,"X6Nwg"
"764","focus",624,1249175,"X6Nwg"
"765","blur",798,1390943,"X6Nwg"
"766","focus",799,1392748,"X6Nwg"
"767","blur",953,1519898,"X6Nwg"
"768","focus",954,1522726,"X6Nwg"
"769","blur",0,0,"XivEQ"
"770","focus",0,0,"XivEQ"
"771","blur",0,13489,"XivEQ"
"772","focus",0,75502,"XivEQ"
"773","fullscreenenter",0,76769,"XivEQ"
"774","focus",0,0,"xTs6P"
"775","blur",0,0,"xTs6P"
"776","focus",0,7137,"xTs6P"
"777","fullscreenexit",0,28045,"xTs6P"
"778","fullscreenenter",0,12223,"YCp8V"
"779","blur",1305,2948847,"YCp8V"
"780","focus",1305,2958833,"YCp8V"
"781","fullscreenenter",0,17229,"YgyYV"
"782","fullscreenenter",0,18850,"ytlZo"
"783","focus",0,0,"yUBZm"
"784","blur",0,11297,"yUBZm"
"785","fullscreenenter",0,17585,"yUBZm"
"786","focus",1,18591,"yUBZm"
"787","blur",1473,3326208,"yUBZm"
"788","focus",1473,3326230,"yUBZm"
"789","blur",1473,3326967,"yUBZm"
"790","focus",1473,3326994,"yUBZm"
"791","fullscreenenter",0,9031,"Zb9HH"
"792","focus",0,0,"zlyq9"
"793","fullscreenenter",0,9204,"zlyq9"
"794","fullscreenexit",0,9669,"zlyq9"
"795","blur",65,350690,"zlyq9"
"796","focus",65,352719,"zlyq9"
"797","blur",528,1059059,"zlyq9"
"798","focus",528,1063010,"zlyq9"
"799","blur",1474,2188511,"zlyq9"
"800","focus",1474,2195909,"zlyq9"
"801","blur",1474,2218686,"zlyq9"
"802","focus",1474,2220988,"zlyq9"
"803","blur",1482,2277344,"zlyq9"
"804","focus",1482,2282190,"zlyq9"
"805","fullscreenenter",0,6973,"zQLtn"
"806","focus",0,0,"ZSOSn"
"807","fullscreenenter",0,17019,"ZSOSn"
"808","blur",1,42647,"ZSOSn"
"809","focus",1,42671,"ZSOSn"
"810","blur",1,53370,"ZSOSn"
"811","focus",1,53414,"ZSOSn"
"812","blur",1,55704,"ZSOSn"
"813","focus",1,55755,"ZSOSn"
"814","blur",4,112003,"ZSOSn"
"815","focus",4,112024,"ZSOSn"
"816","blur",0,9266,"ZXoHf"
"817","focus",0,101118,"ZXoHf"
"818","fullscreenenter",0,102896,"ZXoHf"
